key,artist,song,link,text
344,Coldplay,Twisted Logic,/c/coldplay/twisted+logic_10069051.html,"Sunlight, opened up my eyes  
To see for the first time  
It opened them up  
And tonight, rivers will run dry  
But not for the first time  
Rivers will run  
  
Hundreds of years in the future  
There could be computers  
Looking for life on Earth  
Don't fight for the wrong side  
Say what you feel like  
Say how you feel  
  
You'll go backwards, but then  
You'll go forwards, again  
You'll go backwards, but then  
You'll go...  
  
Created, then drilled and invaded  
If somebody made it  
Someone will mess it up  
And you are not wrong to  
Ask who does this belong to?  
It belongs to all of us  
  
You'll go backwards, again  
You'll go forwards, again  
You'll go backwards, again  
You'll go forwards...  
  
You'll go backwards, but then  
You'll go forwards, again  
You'll go backwards, but then  
You'll go forwards...

"
345,Coldplay,U.F.O.,/c/coldplay/ufo_20983391.html,"Lord I don't know which way I am going  
Which way, the river gonna flow  
It's just seems that upstream, I keep rolling  
Still got such a long way to go  
Still got such a long way to go  
  
Then at last, it's your right, I know, I swear  
We'll find somewhere the streets are paved with gold  
But it's fly, split the sky  
But that's all right, sometimes  
The sunlight comes streaming through the holes.

"
346,Coldplay,Up In Flames,/c/coldplay/up+in+flames_20980627.html,"So it's over,  
This time I know it's gone  
Salt water tasted it too long  
I only know I'm wrong  
Now I know it's gone  
  
Up in flames, up in flames  
Up in flames we have slowly gone  
  
So it's over,  
This time you're flying on  
This time I know no song  
Can stop it slowly burn  
Can stop it slowly gone  
  
Up in flames, up in flames  
Up in flames we have slowly gone  
  
Up in flames, up in flames  
Up in flames we have slowly gone  
Oh, we have slowly gone  
Can we pour some water on?

"
347,Coldplay,Up With The Birds,/c/coldplay/up+with+the+birds_20983395.html,"The birds they sang, at break of day  
Start again I hear them say  
It's so hard to just walk away  
  
The birds they sang, all a choir  
Start again a little higher  
It's a spark in a sea of gray  
  
The sky is blue dream that lie 'till it's true  
Then taken back the punch I threw  
My arms turn in oh, those clumsy things  
Send me up to that wonderful world  
And then I'm up with the birds  
  
Might have to go  
Where they don't know my name  
Float all over the world  
Just to see her again  
And I won't show or feel any pain  
Even though all my armor might rust in the rain  
  
A simple plot  
But I know one day  
Good things are coming our way  
  
A simple plot  
But I know one day  
Good things are coming our way  
  
Oh, yeah

"
348,Coldplay,Us Against The World,/c/coldplay/us+against+the+world_20915657.html,"Oh morning come bursting, the clouds amen  
Lift off this blindfold, let me see again  
Bring back the water, let your ships roll in  
In my heart she left a hole  
  
The tightrope that I'm walking just sways and ties  
The devil as he's talking with those angel's eyes  
And I just want to be there when the lightning strikes  
And the saints go marching in  
  
And sing slow it down  
Through chaos as it swirls  
It's us against the world  
  
Like a river to a raindrop, I lost a friend  
My drunken as a Daniel in a lion's den  
And tonight I know it all has to begin again  
So whatever you do, don't let go  
  
And if we could float away  
Fly up to the surface and just start again  
And lift off before trouble  
Just erodes us in the rain  
  
Just erodes us in the rain  
Just erodes us and see roses  
In the rain  
  
Sing slow it down  
Slow it down  
  
Through chaos as it swirls  
It's us against the world  
Through chaos as it swirls  
It's us against the world

"
349,Coldplay,Violet Hill,/c/coldplay/violet+hill_20742175.html,"Was a long and dark December  
From the rooftops I remember  
There was snow  
White snow  
  
Clearly I remember  
From the windows they were watching  
While we froze down below  
  
When the future's architectured  
By a carnival of idiots on show  
You'd better lie low  
  
[Chorus]  
If you love me  
Won't you let me know?  
  
Was a long and dark December  
When the banks became cathedrals  
And the fox  
Became God  
  
Priests clutched onto bibles  
Hollowed out to fit their rifles  
And the cross was held aloft  
  
Bury me in armour  
When I'm dead and hit the ground  
My nerves are poles that unfold  
  
[Chorus]  
  
I don't want to be a soldier  
With the captain of some sinking ship  
Would stow, far below  
  
So if you love me  
Why'd you let me go?  
  
I took my love down to violet hill  
There we sat in snow  
All the time she was silent and still  
  
[Chorus: x2]

"
350,Coldplay,Viva La Vida,/c/coldplay/viva+la+vida_20738288.html,"I used to rule the world  
Seas would rise when I gave the word  
Now in the morning, I sleep alone  
Sweep the streets I used to own  
  
I used to roll the dice  
Feel the fear in my enemy's eyes  
Listen as the crowd would sing  
""Now the old king is dead! Long live the king!""  
  
One minute I held the key  
Next the walls were closed on me  
And I discovered that my castles stand  
Upon pillars of salt and pillars of sand  
  
I hear Jerusalem bells are ringing  
Roman Cavalry choirs are singing  
Be my mirror, my sword and shield  
My missionaries in a foreign field  
For some reason I can't explain  
Once you go there was never, never an honest word  
That was when I ruled the world  
  
It was a wicked and wild wind  
Blew down the doors to let me in  
Shattered windows and the sound of drums  
People couldn't believe what I'd become  
  
Revolutionaries wait  
For my head on a silver plate  
Just a puppet on a lonely string  
Oh who would ever want to be king?  
  
[Chorus]  
I hear Jerusalem bells are ringing  
Roman Calvary choirs are singing  
Be my mirror, my sword and shield  
My missionaries in a foreign field  
For some reason I can't explain  
I know Saint Peter won't call my name  
Never rule this world  
But that was when I ruled the world  
  
Oh, oh, oh, oh, oh  
  
[Chorus]

"
351,Coldplay,Warning Sign,/c/coldplay/warning+sign_20032633.html,"A warning sign  
I missed the good part, then I realized  
I started looking and the bubble burst  
I started looking for excuses  
Come on in  
I've gotta tell you what a state I'm in  
I've gotta tell you in my loudest tones  
That I started looking for a warning sign  
  
When the truth is  
I miss you  
Yeah the truth is  
That I miss you so  
  
A warning sign  
It came back to haunt me, and I realized  
That you were an island and I passed you by  
When you were an island to discover  
Come on in  
I've gotta tell you what a state I'm in  
I've gotta tell you in my loudest tones  
That I started looking for a warning sign  
  
When the truth is  
I miss you  
Yeah the truth is  
I miss you so  
And I'm tired  
I should not have let you go  
  
Oooooooo  
  
So I crawl back into your open arms  
Yes I crawl back into your open arms  
And I crawl back into your open arms  
Yes I crawl back into your open arms

"
352,Coldplay,We Found Love,/c/coldplay/we+found+love_20987570.html,"Yellow diamonds in the light  
And we're standing side by side  
As your shadow crosses mine  
What it takes to come alive  
  
It's the way I'm feeling I just can't deny  
But I've gotta let it go  
  
We found love in a hopeless place  
We found love in a hopeless place  
We found love in a hopeless place  
We found love in a hopeless place  
  
Shine a light through an open door  
Love and life I will divide  
Turn away cause I need you more  
Feel the heartbeat in my mind  
  
It's the way I'm feeling I just can't deny  
But I've gotta let it go  
  
We found love in a hopeless place  
We found love in a hopeless place  
We found love in a hopeless place  
We found love in a hopeless place

"
353,Coldplay,We Never Change,/c/coldplay/we+never+change_20032646.html,"I want to live life  
Never be cruel  
I want to live life  
Be good to you  
  
I want to fly  
And never come down  
And live my life  
And have friends around  
  
We never change do we  
We never learn do we  
  
So I want to live in a wooden house  
I want to live life always be true  
I want to live life and be good to you  
  
I want to fly and never come down  
And live my life  
And have friends around  
  
We never change do we  
No no  
We never learn do we  
  
So I want to live in a wooden house  
Making more friends would be easy  
  
Oh and I don't have a soul to save  
Yes and I sin every single day  
  
We never change do we  
We never learn do we  
  
So I want to live in a wooden house  
Making more friends would be easy  
I want to live where the sun comes out

"
354,Coldplay,What If,/c/coldplay/what+if_10069031.html,"What if there was no lie  
Nothing wrong, nothing right  
What if there was no time  
And no reason, or rhyme  
What if you should decide  
That you don't want me there by your side  
That you don't want me there in your life  
  
What if I got it wrong  
And no poem or song  
Could put right what I got wrong  
Or make you feel I belong  
  
What if you should decide  
That you don't want me there by your side  
That you don't want me there in you life  
  
Oooooooh that's right  
Lets take a breath try to put it aside  
Ooooooh that's right  
How can you know it if you don't even try  
Ooooooh that's right  
  
Every step that you take  
Could be your biggest mistake  
It could bend or it could break  
That's the risk that you take  
  
What if you should decide  
That you don't want me there in your life  
That you don't want me there by your side  
  
Oooooooh that's right  
Lets take a breath try to put it aside  
Ooooooh that's right  
How can you know when you don't even try  
Ooooooh that's right

"
355,Coldplay,What's Going On,/c/coldplay/whats+going+on_20340766.html,"(Chris feat. Bono on All Star Tribute)  
  
Bono: Mother, mother  
There's too many of you crying  
  
Chris: Brother, brother, brother  
There's too many of you dying  
You know you've got to find a way  
To bring some lovin' here to stay  
  
Bono: Father, father  
We don't need to escalate  
And war is not the answer  
For only love can conquer hate  
  
Chris: You know we've got to find a way  
To bring some lovin' here to stay  
Picket lines won't block our way  
  
Bono: Don't punish me with brutality  
Talk to me, and you can see  
What's going on  
What's going on  
What's going on  
What's going on  
Father, father, everybody thinks we're wrong  
But who are they to judge us  
Together we can be strong  
  
Chris: You know we've got to find a way  
To bring some lovin' here to stay  
Picket lines won't block our way  
Don't punish me with brutality  
Talk to me, so you can see  
What's going on, What's going on  
What's going on, What's going on  
What's going on, What's going on  
What's going on, What's going on

"
